Year,Month,Productivity,Difference,Month_sin,Month_cos
2021,2,100.3,0.0,0.8660254037844386,0.5000000000000001
2021,3,100.3,0.0,1.0,6.123233995736766e-17
2021,4,101.5,1.2000000000000028,0.8660254037844387,-0.49999999999999983
2021,5,101.5,0.0,0.5000000000000003,-0.8660254037844385
2021,6,101.5,0.0,1.2246467991473532e-16,-1.0
2021,7,100.6,-0.9000000000000057,-0.4999999999999998,-0.8660254037844388
2021,8,100.6,0.0,-0.8660254037844384,-0.5000000000000004
2021,9,100.6,0.0,-1.0,-1.8369701987210297e-16
2021,10,102.1,1.5,-0.866025403784439,0.49999999999999933
2021,11,102.1,0.0,-0.5000000000000004,0.8660254037844384
2021,12,102.1,0.0,-2.4492935982947064e-16,1.0
2022,1,101.4,-0.6999999999999886,0.49999999999999994,0.8660254037844387
2022,2,101.4,0.0,0.8660254037844386,0.5000000000000001
2022,3,101.4,0.0,1.0,6.123233995736766e-17
2022,4,101.5,0.09999999999999432,0.8660254037844387,-0.49999999999999983
2022,5,101.5,0.0,0.5000000000000003,-0.8660254037844385
2022,6,101.5,0.0,1.2246467991473532e-16,-1.0
2022,7,101.6,0.09999999999999432,-0.4999999999999998,-0.8660254037844388
2022,8,101.6,0.0,-0.8660254037844384,-0.5000000000000004
2022,9,101.6,0.0,-1.0,-1.8369701987210297e-16
2022,10,102.14610631109609,0.5461063110960964,-0.866025403784439,0.49999999999999933
2022,11,101.76253663586307,-0.3835696752330193,-0.5000000000000004,0.8660254037844384
2022,12,101.92525152070131,0.1627148848382376,-2.4492935982947064e-16,1.0
2023,1,102.28020876968722,0.35495724898591163,0.49999999999999994,0.8660254037844387
2023,2,102.17521531312218,-0.10499345656504033,0.8660254037844386,0.5000000000000001
2023,3,101.37515910595876,-0.8000562071634221,1.0,6.123233995736766e-17
