,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,583858765952327681,583858765952327681,1428037752000.0,2015-04-03,I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,en,[],60937837,Swamy39,Subramanian Swamy,https://twitter.com/Swamy39/status/583858765952327681,[],242,28,216,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,0.0,0.722,0.278,0.7717,06:09:12
1,583858765952327681,583858765952327681,1428037752000.0,2015-04-03,I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,en,[],60937837,Swamy39,Subramanian Swamy,https://twitter.com/Swamy39/status/583858765952327681,[],242,28,216,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,0.0,0.722,0.278,0.7717,06:09:12
2,583858765952327681,583858765952327681,1428037752000.0,2015-04-03,I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,en,[],60937837,Swamy39,Subramanian Swamy,https://twitter.com/Swamy39/status/583858765952327681,[],242,28,216,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a good dinner meeting in London with the UK PM's Adviser on India yesterday. Conservative Party seems well disposed to India,0.0,0.722,0.278,0.7717,06:09:12
3,584356627630919680,584356627630919680,1428156451000.0,2015-04-04,lots of angry tweets from throughout UK re Labour's willingness 2 exploit rather than condemn dirty tricks against @theSNP &amp; @NicolaSturgeon,en,[],243628984,RichardLochhead,Richard Lochhead,https://twitter.com/RichardLochhead/status/584356627630919680,[],137,18,215,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",lots of angry tweets from throughout UK re Labour's willingness 2 exploit rather than condemn dirty tricks against @theSNP &amp; @NicolaSturgeon,0.406,0.521,0.073,-0.8225,15:07:31
4,584316494353313793,584316494353313793,1428146882000.0,2015-04-04,"2 points from bogus French letter. 1. UK estabs desperate, underhand interference in Sco affairs continues. 2. Labour remain their lackeys.",en,[],501825960,IrvineWelsh,Irvine Welsh,https://twitter.com/IrvineWelsh/status/584316494353313793,[],273,28,433,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","2 points from bogus French letter. 1. UK estabs desperate, underhand interference in Sco affairs continues. 2. Labour remain their lackeys.",0.103,0.897,0.0,-0.3182,12:28:02
5,584356627630919680,584356627630919680,1428156451000.0,2015-04-04,lots of angry tweets from throughout UK re Labour's willingness 2 exploit rather than condemn dirty tricks against @theSNP &amp; @NicolaSturgeon,en,[],243628984,RichardLochhead,Richard Lochhead,https://twitter.com/RichardLochhead/status/584356627630919680,[],137,18,215,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",lots of angry tweets from throughout UK re Labour's willingness 2 exploit rather than condemn dirty tricks against @theSNP &amp; @NicolaSturgeon,0.406,0.521,0.073,-0.8225,15:07:31
6,584316494353313793,584316494353313793,1428146882000.0,2015-04-04,"2 points from bogus French letter. 1. UK estabs desperate, underhand interference in Sco affairs continues. 2. Labour remain their lackeys.",en,[],501825960,IrvineWelsh,Irvine Welsh,https://twitter.com/IrvineWelsh/status/584316494353313793,[],273,28,433,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","2 points from bogus French letter. 1. UK estabs desperate, underhand interference in Sco affairs continues. 2. Labour remain their lackeys.",0.103,0.897,0.0,-0.3182,12:28:02
7,584754922010345473,584754922010345473,1428251412000.0,2015-04-05,A survey of UK polls shows that 98% of polls in Tory newspapers clearly demonstrate that it is better to vote Conservative,en,[],10810102,JohnCleese,John Cleese,https://twitter.com/JohnCleese/status/584754922010345473,[],348,48,355,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",A survey of UK polls shows that 98% of polls in Tory newspapers clearly demonstrate that it is better to vote Conservative,0.0,0.781,0.219,0.6808,17:30:12
8,585324018791743488,585324018791743488,1428387095000.0,2015-04-07,I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,en,[],103065157,David_Cameron,David Cameron,https://twitter.com/David_Cameron/status/585324018791743488,[],314,268,220,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,0.197,0.708,0.094,-0.5413,07:11:35
9,585324018791743488,585324018791743488,1428387095000.0,2015-04-07,I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,en,[],103065157,David_Cameron,David Cameron,https://twitter.com/David_Cameron/status/585324018791743488,[],314,268,220,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,0.197,0.708,0.094,-0.5413,07:11:35
10,585324018791743488,585324018791743488,1428387095000.0,2015-04-07,I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,en,[],103065157,David_Cameron,David Cameron,https://twitter.com/David_Cameron/status/585324018791743488,[],314,268,220,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,0.197,0.708,0.094,-0.5413,07:11:35
11,585324018791743488,585324018791743488,1428387095000.0,2015-04-07,I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,en,[],103065157,David_Cameron,David Cameron,https://twitter.com/David_Cameron/status/585324018791743488,[],314,268,220,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I'll travel to the 4 corners of the UK today saying: there's 1 month to save the UK from Labour's disastrous policy of more debt and taxes.,0.197,0.708,0.094,-0.5413,07:11:35
12,586202869180702720,586202869180702720,1428596629000.0,2015-04-09,"This sums up conservative political philosophy in the UK, the US or anywhere else.  http://t.co/uXyIc4PbXj",en,[],127983458,eddiemarsan,Eddie Marsan,https://twitter.com/eddiemarsan/status/586202869180702720,[],278,15,408,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","This sums up conservative political philosophy in the UK, the US or anywhere else.  http://t.co/uXyIc4PbXj",0.0,1.0,0.0,0.0,17:23:49
