,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,349867142834958336,349867142834958336,1372249801000.0,2013-06-26,"""They call him George, president calls him Jeffrey, to everyone else he's Bungle"". Labour's Ed Balls on UK chancellor  http://t.co/rAOLnPjSFx",en,[],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/349867142834958336,['http://bbc.in/17eZql4'],134,68,774,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","""They call him George, president calls him Jeffrey, to everyone else he's Bungle"". Labour's Ed Balls on UK chancellor  http://t.co/rAOLnPjSFx",0.0,1.0,0.0,0.0,13:30:01
1,359207774107877376,359207774107877376,1374476781000.0,2013-07-22,And the duchess of Cambridge is in labour.....get ready the uk!!! Big big moment!,en,[],96448406,greggsulkin,Gregg Sulkin,https://twitter.com/greggsulkin/status/359207774107877376,[],275,35,228,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",And the duchess of Cambridge is in labour.....get ready the uk!!! Big big moment!,0.0,0.78,0.22,0.5673,08:06:21
2,359207774107877376,359207774107877376,1374476781000.0,2013-07-22,And the duchess of Cambridge is in labour.....get ready the uk!!! Big big moment!,en,[],96448406,greggsulkin,Gregg Sulkin,https://twitter.com/greggsulkin/status/359207774107877376,[],275,35,228,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",And the duchess of Cambridge is in labour.....get ready the uk!!! Big big moment!,0.0,0.78,0.22,0.5673,08:06:21
3,372690210233917440,372690210233917440,1377691245000.0,2013-08-28,I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,en,[],22479281,RattyBurvil,Arthur Darvill,https://twitter.com/RattyBurvil/status/372690210233917440,[],594,104,401,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,0.0,0.9,0.1,0.25,13:00:45
4,372690210233917440,372690210233917440,1377691245000.0,2013-08-28,I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,en,[],22479281,RattyBurvil,Arthur Darvill,https://twitter.com/RattyBurvil/status/372690210233917440,[],594,104,401,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,0.0,0.9,0.1,0.25,13:00:45
5,372690210233917440,372690210233917440,1377691245000.0,2013-08-28,I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,en,[],22479281,RattyBurvil,Arthur Darvill,https://twitter.com/RattyBurvil/status/372690210233917440,[],594,104,401,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I had a dream that Darth Vader invaded the uk parliament. I watched him batter an MP's face in.,0.0,0.9,0.1,0.25,13:00:45
6,373200744415236096,373200744415236096,1377812965000.0,2013-08-29,"UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",en,[],233842454,justinamash,Justin Amash,https://twitter.com/justinamash/status/373200744415236096,[],134,35,387,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",0.273,0.617,0.11,-0.5719,22:49:25
7,373198955393200129,373198955393200129,1377812539000.0,2013-08-29,Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,en,[],22084427,robdelaney,rob delaney,https://twitter.com/robdelaney/status/373198955393200129,[],186,25,224,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,0.0,0.593,0.407,0.8625,22:42:19
8,373197211238428673,373197211238428673,1377812123000.0,2013-08-29,MPs vote against UK government motion on the principle of military intervention in Syria  http://t.co/Ymc0Udrd1V,en,[],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/373197211238428673,['http://bbc.in/188hb4t'],152,159,1191,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",MPs vote against UK government motion on the principle of military intervention in Syria  http://t.co/Ymc0Udrd1V,0.0,1.0,0.0,0.0,22:35:23
9,373200744415236096,373200744415236096,1377812965000.0,2013-08-29,"UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",en,[],233842454,justinamash,Justin Amash,https://twitter.com/justinamash/status/373200744415236096,[],134,35,387,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",0.273,0.617,0.11,-0.5719,22:49:25
10,373198955393200129,373198955393200129,1377812539000.0,2013-08-29,Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,en,[],22084427,robdelaney,rob delaney,https://twitter.com/robdelaney/status/373198955393200129,[],186,25,224,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,0.0,0.593,0.407,0.8625,22:42:19
11,373197211238428673,373197211238428673,1377812123000.0,2013-08-29,MPs vote against UK government motion on the principle of military intervention in Syria  http://t.co/Ymc0Udrd1V,en,[],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/373197211238428673,['http://bbc.in/188hb4t'],152,159,1191,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",MPs vote against UK government motion on the principle of military intervention in Syria  http://t.co/Ymc0Udrd1V,0.0,1.0,0.0,0.0,22:35:23
12,373200744415236096,373200744415236096,1377812965000.0,2013-08-29,"UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",en,[],233842454,justinamash,Justin Amash,https://twitter.com/justinamash/status/373200744415236096,[],134,35,387,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","UK Parliament votes on going to war. Congress votes on critical things, too, like renaming post offices.",0.273,0.617,0.11,-0.5719,22:49:25
13,373198955393200129,373198955393200129,1377812539000.0,2013-08-29,Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,en,[],22084427,robdelaney,rob delaney,https://twitter.com/robdelaney/status/373198955393200129,[],186,25,224,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Well done UK Parliament. Now make Cameron get an “I ❤ the NHS” tattoo for fun.,0.0,0.593,0.407,0.8625,22:42:19
