,Date,Month,Year,Unemployment,Unemployment_Norm,Unemployment_Norm_Diff,Unemployment_Norm_Diff_lag_1,Unemployment_Norm_Diff_lag_2,Unemployment_Norm_Diff_lag_3,Unemployment_Norm_Diff_lag_4,Unemployment_Norm_Diff_lag_5,Unemployment_Norm_Diff_lag_6,Unemployment_Norm_Diff_lag_7,Unemployment_Norm_Diff_lag_8,Unemployment_Norm_Diff_lag_9,Unemployment_Norm_Diff_lag_10,Unemployment_Norm_Diff_lag_11,Unemployment_Norm_Diff_lag_12
85,2021-04-01,4,2021,4.9,-0.7698057377721861,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991,0.12576730539679548,0.12576730539679526,0.08384487026453025,0.0,0.0
86,2021-05-01,5,2021,4.7,-0.8536506080367163,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991,0.12576730539679548,0.12576730539679526,0.08384487026453025,0.0
87,2021-06-01,6,2021,4.6,-0.8955730431689816,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991,0.12576730539679548,0.12576730539679526,0.08384487026453025
88,2021-07-01,7,2021,4.4,-0.9794179134335115,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991,0.12576730539679548,0.12576730539679526
89,2021-08-01,8,2021,4.3,-1.0213403485657768,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991,0.12576730539679548
90,2021-09-01,9,2021,4.2,-1.0632627836980417,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0,0.08384487026452991
91,2021-10-01,10,2021,4.1,-1.105185218830307,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345,0.0
92,2021-11-01,11,2021,4.0,-1.147107653962572,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345,0.041922435132265345
93,2021-12-01,12,2021,4.0,-1.147107653962572,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0,-0.041922435132265345
94,2022-01-01,1,2022,3.8,-1.2309525242271022,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991,0.0
95,2022-02-01,2,2022,3.7,-1.2728749593593671,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0,-0.08384487026452991
